Asset,Benchmark_Weight,Portfolio_Weight
NVDA,0.09462085449645044,0.09481418749187964
AAPL,0.0843270991894632,0.08250912819755789
GOOGL,0.07815941437703526,0.08028213328877606
GOOG,0.07810092904076046,0.07898687644610192
MSFT,0.06275946602936626,0.06535448733831034
AMZN,0.04691622704499371,0.05247227445790825
META,0.03493366770407141,0.037351643584940274
TSLA,0.032226852941215155,0.034243517306107724
ABBV,0.008350942443117298,0.021291763007408853
RSG,0.0014613971054700124,0.01789106253044148
CSCO,0.0064862911756663364,0.017333853624311113
MA,0.00965648678966536,0.01648541917886658
GE,0.007557086243025192,0.01450119585424784
NI,0.0004645361004628556,0.01391679209269361
PEG,0.0009007469822408974,0.012900773230478267
GS,0.005911345853740743,0.012741795839248766
NFLX,0.0075423443731800635,0.011553299737302446
HON,0.0034119655855832875,0.01136930839284209
AMGN,0.004298217968514701,0.011292702750820482
MU,0.009831296726728106,0.010862038690378275
PSA,0.0011213036042405733,0.010830764829198666
SYY,0.000897172235499963,0.01072026584923031
DVA,0.00021434166822155182,0.010284374866568635
AMP,0.0009510022217981488,0.009620589297192606
QCOM,0.003268504593254045,0.009154763111867711
PFE,0.0032387828815023246,0.00912728421940401
PANW,0.0025625286170403733,0.008730965073783691
MMC,0.001887989748870965,0.008068159619256629
AFL,0.0012555795121150207,0.00736581828202968
SLB,0.001618409246367237,0.006911380855112389
PWR,0.0017710824437009711,0.0068688274561292785
HLT,0.001552832790365152,0.006780328404685219
MAS,0.00030985568111214715,0.006743692551457413
CMI,0.0017079926407666045,0.006672572294494278
ZTS,0.0012020019621714693,0.006624001442724536
AMD,0.006980289491573658,0.006457772113462382
ANET,0.0034477023769667187,0.006357814994486324
MNST,0.00177971590478464,0.006346722095940964
ITW,0.0017584866272581674,0.006332483227034403
MS,0.005929393847739337,0.006322663938481693
STZ,0.0005699902253020955,0.006220340740679885
TEL,0.0014548358265771143,0.005763913900669126
MDT,0.002615957477494002,0.005747888526836211
ROP,0.0007967443233923135,0.0057053573253932595
NOW,0.0024241499296272524,0.005218004911765759
AMAT,0.006267572465966245,0.00514635868431895
DLR,0.00129681497342515,0.00514138164011585
AIG,0.0009113108237840675,0.005048000724497765
APH,0.003836140970084951,0.004952765381163543
C,0.004369901972308414,0.004816260546775683
PH,0.0026927585693850343,0.004349038817330367
NDAQ,0.0010632743236855876,0.004120568779364219
HIG,0.0008270116317263388,0.004057810679785093
MAA,0.0003427820947711665,0.0036601070251757917
DVN,0.0005561931407017077,0.0036028024532434896
AME,0.001146609832210771,0.0034640230860129373
AMCR,0.0004685114564664481,0.0034289318419436264
ADI,0.0036471181430416306,0.0033127753286905587
TXN,0.004061030767150246,0.0031904648149841002
ADSK,0.0010452049776351693,0.0031273246746467997
CTSH,0.0006591283261045431,0.0030967202328885126
TER,0.0011124455161278318,0.0029724355726156197
RL,0.00048290222281423744,0.002932650885242843
SYK,0.0031054775449190757,0.0028962653605478666
TDY,0.0006699268249753244,0.002818359311590699
SPGI,0.0027845305490964093,0.00279061444473435
DLTR,0.0005442799872384047,0.002749978505203981
CRM,0.003991558767047961,0.0027061205640303942
DOC,0.0002558152522628648,0.0025969478812027237
PPG,0.0005800853548689253,0.002448414529098871
NWS,0.00031388045678407535,0.002253191259832374
AJG,0.001217130149180051,0.0021192377373893474
AON,0.0014921235690152467,0.00199544446957282
REGN,0.0017128541930178955,0.0018957455980378728
STE,0.0005254531599301168,0.0017671743934664897
HPE,0.0005845949426530453,0.0017444980157711473
RCL,0.0018282802856895502,0.0017348044102930696
AIZ,0.00024335348882284608,0.0016968674562415173
TXT,0.000361070062586082,0.0016645063203447822
AXP,0.004855267515907933,0.0015840530466662808
NTAP,0.0004159847632508946,0.0014674379826881546
SMCI,0.0004064252430163228,0.0011275268403271666
ZBH,0.0004206971524788554,0.0009839119086008763
TROW,0.00044249015000258883,0.0009671895158329207
OKE,0.0011122001397258167,0.0009435929246705052
DHR,0.0031108541293236487,0.0008942536259931235
OTIS,0.0007492162918737383,0.0007543184598420237
ROL,0.0006043198906411997,0.00040857050448499927
TTD,0.00024614535569587783,0.0003808511419180328
NDSN,0.00034335959028573344,0.00030648443478139187
PCAR,0.0013716027734618952,0.00025076120680486567
APO,0.0013957200881915927,0.00016963558012632234
SWK,0.0002853574087561983,0.00013464001204781088
TT,0.002130685435218199,0.00012322828311653474
PTC,0.00039317478816203795,7.395013743812714e-05
RVTY,0.00024156648136455734,1.3473911755103885e-19
ALL,0.0011702841779620942,1.0842021724855044e-19
HUBB,0.0005857533345130139,6.867054766520342e-20
NXPI,0.0012306775955777572,6.528241587618622e-20
SNA,0.0004227026095076748,5.823120477260281e-20
FTV,0.00039923222750946517,4.4953625142083013e-20
MCHP,0.0008527495499701165,4.38316446692797e-20
ACGL,0.0007595636856012361,2.8634782828304756e-20
IR,0.0007850839506715775,2.710505431213761e-20
PNR,0.0003460959246046249,2.6043952776939393e-20
REG,0.0003078245241338535,1.8060329066758978e-20
IEX,0.0003316806851893715,1.757362330439639e-20
MMM,0.0018396869306009044,1.4460439040928204e-20
GEHC,0.0008039330770985046,1.2766373146419604e-20
PLD,0.002787450442183405,0.0
MTD,0.0005913799445566927,0.0
A,0.0007208701085735243,0.0
TRGP,0.0010458736068064143,0.0
MLM,0.0008600446334505142,0.0
MCO,0.001786891399555424,0.0
NWSA,0.0002971854768758904,0.0
SPG,0.0016062743931722888,0.0
PCG,0.0008722707494476153,0.0
SRE,0.0013060693659513918,0.0
CINF,0.0005417690117729428,0.0
PKG,0.0004384678280946808,0.0
MPWR,0.0012082785183410466,0.0
ZBRA,0.00025027560017218083,0.0
SYF,0.0005600814526553223,0.0
ON,0.0005764906336278971,0.0
TOTAL,0.7280409494795045,1.0
